judge,artist,album,vote
E14,郑宜农,给天王星,0
E14,邱比,至繁,3
E14,发光曲线,荒野星,2
E14,魏如萱,藏着并不等于遗忘,3
E14,伍佰&China Blue,让水倒流,3
E14,杨乃文,越美丽越看不见,2
E14,郁可唯,路过人间,0
E14,群星,过春天 电影原声碟,0
E14,懒惰致富集团,飞艇计划,0
E14,陈蕾,1029,0
E15,佛跳墙,BJ肆,0
E15,Robynn & Kendy,Curations,0
E15,吉克隽逸,Global Citizen世界公民Ⅲ,0
E15,陈珊妮,Juvenile A,0
E15,缺省,Life In A Vacuum,2
E15,小尘埃,Little By Little,0
E15,邓小巧,No Coincidence,0
E15,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,1
E15,威神V WayV,Take Off (The 1st Mini Album),0
E15,谢安琪/麦浚龙,The Album And The Rest Of It,0
E15,粉红A,为艺术牺牲,1
E15,丢莱卡,健忘的平原,0
E15,全家福合唱团,全家福II,8
E15,养鸡,养鸡的梦境,0
E15,小老虎,北京吗,0
E15,张雄关,危险地带,1
E15,宫阁,即将上映,0
E15,傻子与白痴,夜长梦少,0
E15,Howie Lee,天地不仁,0
E15,吴青峰,太空人,3
E15,许哲佩,失物之城,0
E15,丁世光,实况电影,0
E15,周华健,少年,0
E15,莫宰羊,幻想曲,3
E15,倒车入库,庸人自扰,0
E15,Ice Paper,成语接龙,0
E15,梁静茹,我好吗? - 太阳如常升起,0
E15,家家,我想要的,0
E15,短裤里的诗歌,我还喜欢你,1
E15,许廷铿,拾,0
E15,鬼卞,无间,0
E15,刘柏辛,无限意识Meta Ego,0
E15,鲁向卉,时间/木马,0
E15,AR刘夫阳,校园寓言故事,0
E15,熊仔/豹子胆,梦想成真,0
E15,橘子海,浪潮上岸,1
E15,苏紫旭,混乱之子,0
E15,脏手指,滥情三部曲,0
E15,百合花,烧金蕉,0
E15,王若琳,爱的呼唤,0
E15,郑宜农,给天王星,1
E15,邱比,至繁,0
E15,发光曲线,荒野星,0
E15,魏如萱,藏着并不等于遗忘,1
E15,伍佰&China Blue,让水倒流,0
E15,杨乃文,越美丽越看不见,0
E15,郁可唯,路过人间,0
E15,群星,过春天 电影原声碟,0
E15,懒惰致富集团,飞艇计划,1
E15,陈蕾,1029,0
E16,佛跳墙,BJ肆,0
E16,Robynn & Kendy,Curations,0
E16,吉克隽逸,Global Citizen世界公民Ⅲ,0
E16,陈珊妮,Juvenile A,0
E16,缺省,Life In A Vacuum,0
E16,小尘埃,Little By Little,0
E16,邓小巧,No Coincidence,0
E16,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E16,威神V WayV,Take Off (The 1st Mini Album),0
E16,谢安琪/麦浚龙,The Album And The Rest Of It,0
E16,粉红A,为艺术牺牲,2
E16,丢莱卡,健忘的平原,0
E16,全家福合唱团,全家福II,0
E16,养鸡,养鸡的梦境,0
E16,小老虎,北京吗,0
E16,张雄关,危险地带,2
E16,宫阁,即将上映,0
E16,傻子与白痴,夜长梦少,1
E16,Howie Lee,天地不仁,0
E16,吴青峰,太空人,0
E16,许哲佩,失物之城,0
E16,丁世光,实况电影,0
E16,周华健,少年,0
E16,莫宰羊,幻想曲,0
E16,倒车入库,庸人自扰,0
E16,Ice Paper,成语接龙,0
E16,梁静茹,我好吗? - 太阳如常升起,0
E16,家家,我想要的,0
E16,短裤里的诗歌,我还喜欢你,0
E16,许廷铿,拾,0
E16,鬼卞,无间,0
E16,刘柏辛,无限意识Meta Ego,0
E16,鲁向卉,时间/木马,0
E16,AR刘夫阳,校园寓言故事,0
E16,熊仔/豹子胆,梦想成真,0
E16,橘子海,浪潮上岸,2
E16,苏紫旭,混乱之子,0
E16,脏手指,滥情三部曲,0
E16,百合花,烧金蕉,2
E16,王若琳,爱的呼唤,0
E16,郑宜农,给天王星,7
E16,邱比,至繁,2
E16,发光曲线,荒野星,0
E16,魏如萱,藏着并不等于遗忘,5
E16,伍佰&China Blue,让水倒流,2
E16,杨乃文,越美丽越看不见,0
E16,郁可唯,路过人间,0
E16,群星,过春天 电影原声碟,0
E16,懒惰致富集团,飞艇计划,0
E16,陈蕾,1029,0
E17,佛跳墙,BJ肆,2
E17,Robynn & Kendy,Curations,0
E17,吉克隽逸,Global Citizen世界公民Ⅲ,0
E17,陈珊妮,Juvenile A,0
E17,缺省,Life In A Vacuum,0
E17,小尘埃,Little By Little,0
E17,邓小巧,No Coincidence,0
E17,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E17,威神V WayV,Take Off (The 1st Mini Album),0
E17,谢安琪/麦浚龙,The Album And The Rest Of It,0
E17,粉红A,为艺术牺牲,0
E17,丢莱卡,健忘的平原,0
E17,全家福合唱团,全家福II,0
E17,养鸡,养鸡的梦境,0
E17,小老虎,北京吗,0
E17,张雄关,危险地带,0
E17,宫阁,即将上映,0
E17,傻子与白痴,夜长梦少,0
E17,Howie Lee,天地不仁,0
E17,吴青峰,太空人,0
E17,许哲佩,失物之城,1
E17,丁世光,实况电影,1
E17,周华健,少年,4
E17,莫宰羊,幻想曲,0
E17,倒车入库,庸人自扰,0
E17,Ice Paper,成语接龙,0
E17,梁静茹,我好吗? - 太阳如常升起,3
E17,家家,我想要的,0
E17,短裤里的诗歌,我还喜欢你,0
E17,许廷铿,拾,0
E17,鬼卞,无间,0
E17,刘柏辛,无限意识Meta Ego,1
E17,鲁向卉,时间/木马,0
E17,AR刘夫阳,校园寓言故事,1
E17,熊仔/豹子胆,梦想成真,2
E17,橘子海,浪潮上岸,1
E17,苏紫旭,混乱之子,0
E17,脏手指,滥情三部曲,0
E17,百合花,烧金蕉,0
E17,王若琳,爱的呼唤,3
E17,郑宜农,给天王星,0
E17,邱比,至繁,0
E17,发光曲线,荒野星,0
E17,魏如萱,藏着并不等于遗忘,4
E17,伍佰&China Blue,让水倒流,0
E17,杨乃文,越美丽越看不见,0
E17,郁可唯,路过人间,2
E17,群星,过春天 电影原声碟,0
E17,懒惰致富集团,飞艇计划,0
E17,陈蕾,1029,2
E18,佛跳墙,BJ肆,0
E18,Robynn & Kendy,Curations,0
E18,吉克隽逸,Global Citizen世界公民Ⅲ,0
E18,陈珊妮,Juvenile A,3
E18,缺省,Life In A Vacuum,1
E18,小尘埃,Little By Little,1
E18,邓小巧,No Coincidence,0
E18,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,2
E18,威神V WayV,Take Off (The 1st Mini Album),0
E18,谢安琪/麦浚龙,The Album And The Rest Of It,0
E18,粉红A,为艺术牺牲,0
E18,丢莱卡,健忘的平原,0
E18,全家福合唱团,全家福II,1
E18,养鸡,养鸡的梦境,0
E18,小老虎,北京吗,0
E18,张雄关,危险地带,0
E18,宫阁,即将上映,0
E18,傻子与白痴,夜长梦少,0
E18,Howie Lee,天地不仁,1
E18,吴青峰,太空人,0
E18,许哲佩,失物之城,2
E18,丁世光,实况电影,0
E18,周华健,少年,0
E18,莫宰羊,幻想曲,0
E18,倒车入库,庸人自扰,1
E18,Ice Paper,成语接龙,0
E18,梁静茹,我好吗? - 太阳如常升起,0
E18,家家,我想要的,0
E18,短裤里的诗歌,我还喜欢你,0
E18,许廷铿,拾,0
E18,鬼卞,无间,0
E18,刘柏辛,无限意识Meta Ego,0
E18,鲁向卉,时间/木马,0
E18,AR刘夫阳,校园寓言故事,3
E18,熊仔/豹子胆,梦想成真,3
E18,橘子海,浪潮上岸,0
E18,苏紫旭,混乱之子,5
E18,脏手指,滥情三部曲,0
E18,百合花,烧金蕉,3
E18,王若琳,爱的呼唤,0
E18,郑宜农,给天王星,3
E18,邱比,至繁,0
E18,发光曲线,荒野星,4
E18,魏如萱,藏着并不等于遗忘,1
E18,伍佰&China Blue,让水倒流,0
E18,杨乃文,越美丽越看不见,0
E18,郁可唯,路过人间,0
E18,群星,过春天 电影原声碟,0
E18,懒惰致富集团,飞艇计划,0
E18,陈蕾,1029,0
E19,佛跳墙,BJ肆,2
E19,Robynn & Kendy,Curations,0
E19,吉克隽逸,Global Citizen世界公民Ⅲ,2
E19,陈珊妮,Juvenile A,0
E19,缺省,Life In A Vacuum,0
E19,小尘埃,Little By Little,0
E19,邓小巧,No Coincidence,1
E19,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,4
E19,威神V WayV,Take Off (The 1st Mini Album),1
E19,谢安琪/麦浚龙,The Album And The Rest Of It,0
E19,粉红A,为艺术牺牲,0
E19,丢莱卡,健忘的平原,1
E19,全家福合唱团,全家福II,0
E19,养鸡,养鸡的梦境,0
E19,小老虎,北京吗,0
E19,张雄关,危险地带,0
E19,宫阁,即将上映,2
E19,傻子与白痴,夜长梦少,3
E19,Howie Lee,天地不仁,2
E19,吴青峰,太空人,4
E19,许哲佩,失物之城,0
E19,丁世光,实况电影,0
E19,周华健,少年,0
E19,莫宰羊,幻想曲,1
E19,倒车入库,庸人自扰,0
E19,Ice Paper,成语接龙,0
E19,梁静茹,我好吗? - 太阳如常升起,0
E19,家家,我想要的,0
E19,短裤里的诗歌,我还喜欢你,0
E19,许廷铿,拾,0
E19,鬼卞,无间,1
E19,刘柏辛,无限意识Meta Ego,0
E19,鲁向卉,时间/木马,0
E19,AR刘夫阳,校园寓言故事,0
E19,熊仔/豹子胆,梦想成真,0
E19,橘子海,浪潮上岸,0
E19,苏紫旭,混乱之子,2
E19,脏手指,滥情三部曲,2
E19,百合花,烧金蕉,0
E19,王若琳,爱的呼唤,0
E19,郑宜农,给天王星,0
E19,邱比,至繁,0
E19,发光曲线,荒野星,2
E19,魏如萱,藏着并不等于遗忘,2
E19,伍佰&China Blue,让水倒流,0
E19,杨乃文,越美丽越看不见,0
E19,郁可唯,路过人间,0
E19,群星,过春天 电影原声碟,0
E19,懒惰致富集团,飞艇计划,0
E19,陈蕾,1029,0
E20,佛跳墙,BJ肆,5
E20,Robynn & Kendy,Curations,0
E20,吉克隽逸,Global Citizen世界公民Ⅲ,0
E20,陈珊妮,Juvenile A,0
E20,缺省,Life In A Vacuum,2
E20,小尘埃,Little By Little,0
E20,邓小巧,No Coincidence,0
E20,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E20,威神V WayV,Take Off (The 1st Mini Album),0
E20,谢安琪/麦浚龙,The Album And The Rest Of It,0
E20,粉红A,为艺术牺牲,0
E20,丢莱卡,健忘的平原,0
E20,全家福合唱团,全家福II,0
E20,养鸡,养鸡的梦境,0
E20,小老虎,北京吗,0
E20,张雄关,危险地带,1
E20,宫阁,即将上映,0
E20,傻子与白痴,夜长梦少,0
E20,Howie Lee,天地不仁,2
E20,吴青峰,太空人,1
E20,许哲佩,失物之城,0
E20,丁世光,实况电影,4
E20,周华健,少年,0
E20,莫宰羊,幻想曲,0
E20,倒车入库,庸人自扰,0
E20,Ice Paper,成语接龙,0
E20,梁静茹,我好吗? - 太阳如常升起,0
E20,家家,我想要的,0
E20,短裤里的诗歌,我还喜欢你,0
E20,许廷铿,拾,0
E20,鬼卞,无间,0
E20,刘柏辛,无限意识Meta Ego,4
E20,鲁向卉,时间/木马,0
E20,AR刘夫阳,校园寓言故事,0
E20,熊仔/豹子胆,梦想成真,0
E20,橘子海,浪潮上岸,2
E20,苏紫旭,混乱之子,0
E20,脏手指,滥情三部曲,0
E20,百合花,烧金蕉,0
E20,王若琳,爱的呼唤,0
E20,郑宜农,给天王星,0
E20,邱比,至繁,0
E20,发光曲线,荒野星,5
E20,魏如萱,藏着并不等于遗忘,0
E20,伍佰&China Blue,让水倒流,2
E20,杨乃文,越美丽越看不见,0
E20,郁可唯,路过人间,0
E20,群星,过春天 电影原声碟,0
E20,懒惰致富集团,飞艇计划,0
E20,陈蕾,1029,0
E21,佛跳墙,BJ肆,0
E21,Robynn & Kendy,Curations,0
E21,吉克隽逸,Global Citizen世界公民Ⅲ,0
E21,陈珊妮,Juvenile A,0
E21,缺省,Life In A Vacuum,0
E21,小尘埃,Little By Little,0
E21,邓小巧,No Coincidence,0
E21,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E21,威神V WayV,Take Off (The 1st Mini Album),0
E21,谢安琪/麦浚龙,The Album And The Rest Of It,1
E21,粉红A,为艺术牺牲,0
E21,丢莱卡,健忘的平原,0
E21,全家福合唱团,全家福II,0
E21,养鸡,养鸡的梦境,0
E21,小老虎,北京吗,0
E21,张雄关,危险地带,0
E21,宫阁,即将上映,2
E21,傻子与白痴,夜长梦少,0
E21,Howie Lee,天地不仁,0
E21,吴青峰,太空人,2
E21,许哲佩,失物之城,0
E21,丁世光,实况电影,4
E21,周华健,少年,0
E21,莫宰羊,幻想曲,0
E21,倒车入库,庸人自扰,0
E21,Ice Paper,成语接龙,0
E21,梁静茹,我好吗? - 太阳如常升起,0
E21,家家,我想要的,0
E21,短裤里的诗歌,我还喜欢你,0
E21,许廷铿,拾,3
E21,鬼卞,无间,0
E21,刘柏辛,无限意识Meta Ego,0
E21,鲁向卉,时间/木马,1
E21,AR刘夫阳,校园寓言故事,0
E21,熊仔/豹子胆,梦想成真,0
E21,橘子海,浪潮上岸,3
E21,苏紫旭,混乱之子,0
E21,脏手指,滥情三部曲,0
E21,百合花,烧金蕉,0
E21,王若琳,爱的呼唤,0
E21,郑宜农,给天王星,3
E21,邱比,至繁,0
E21,发光曲线,荒野星,0
E21,魏如萱,藏着并不等于遗忘,2
E21,伍佰&China Blue,让水倒流,0
E21,杨乃文,越美丽越看不见,2
E21,郁可唯,路过人间,0
E21,群星,过春天 电影原声碟,0
E21,懒惰致富集团,飞艇计划,0
E21,陈蕾,1029,0
E22,佛跳墙,BJ肆,0
E22,Robynn & Kendy,Curations,0
E22,吉克隽逸,Global Citizen世界公民Ⅲ,0
E22,陈珊妮,Juvenile A,0
E22,缺省,Life In A Vacuum,0
E22,小尘埃,Little By Little,0
E22,邓小巧,No Coincidence,0
E22,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,2
E22,威神V WayV,Take Off (The 1st Mini Album),3
E22,谢安琪/麦浚龙,The Album And The Rest Of It,2
E22,粉红A,为艺术牺牲,0
E22,丢莱卡,健忘的平原,2
E22,全家福合唱团,全家福II,0
E22,养鸡,养鸡的梦境,2
E22,小老虎,北京吗,0
E22,张雄关,危险地带,0
E22,宫阁,即将上映,3
E22,傻子与白痴,夜长梦少,0
E22,Howie Lee,天地不仁,2
E22,吴青峰,太空人,0
E22,许哲佩,失物之城,0
E22,丁世光,实况电影,3
E22,周华健,少年,0
E22,莫宰羊,幻想曲,3
E22,倒车入库,庸人自扰,0
E22,Ice Paper,成语接龙,3
E22,梁静茹,我好吗? - 太阳如常升起,0
E22,家家,我想要的,0
E22,短裤里的诗歌,我还喜欢你,0
E22,许廷铿,拾,0
E22,鬼卞,无间,0
E22,刘柏辛,无限意识Meta Ego,2
E22,鲁向卉,时间/木马,0
E22,AR刘夫阳,校园寓言故事,0
E22,熊仔/豹子胆,梦想成真,0
E22,橘子海,浪潮上岸,0
E22,苏紫旭,混乱之子,3
E22,脏手指,滥情三部曲,3
E22,百合花,烧金蕉,3
E22,王若琳,爱的呼唤,2
E22,郑宜农,给天王星,0
E22,邱比,至繁,0
E22,发光曲线,荒野星,0
E22,魏如萱,藏着并不等于遗忘,0
E22,伍佰&China Blue,让水倒流,0
E22,杨乃文,越美丽越看不见,0
E22,郁可唯,路过人间,0
E22,群星,过春天 电影原声碟,0
E22,懒惰致富集团,飞艇计划,0
E22,陈蕾,1029,0
E23,佛跳墙,BJ肆,0
E23,Robynn & Kendy,Curations,0
E23,吉克隽逸,Global Citizen世界公民Ⅲ,0
E23,陈珊妮,Juvenile A,0
E23,缺省,Life In A Vacuum,0
E23,小尘埃,Little By Little,0
E23,邓小巧,No Coincidence,0
E23,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,3
E23,威神V WayV,Take Off (The 1st Mini Album),0
E23,谢安琪/麦浚龙,The Album And The Rest Of It,0
E23,粉红A,为艺术牺牲,2
E23,丢莱卡,健忘的平原,0
E23,全家福合唱团,全家福II,0
E23,养鸡,养鸡的梦境,0
E23,小老虎,北京吗,0
E23,张雄关,危险地带,0
E23,宫阁,即将上映,3
E23,傻子与白痴,夜长梦少,0
E23,Howie Lee,天地不仁,0
E23,吴青峰,太空人,0
E23,许哲佩,失物之城,0
E23,丁世光,实况电影,0
E23,周华健,少年,0
E23,莫宰羊,幻想曲,0
E23,倒车入库,庸人自扰,3
E23,Ice Paper,成语接龙,0
E23,梁静茹,我好吗? - 太阳如常升起,0
E23,家家,我想要的,0
E23,短裤里的诗歌,我还喜欢你,0
E23,许廷铿,拾,0
E23,鬼卞,无间,0
E23,刘柏辛,无限意识Meta Ego,3
E23,鲁向卉,时间/木马,0
E23,AR刘夫阳,校园寓言故事,0
E23,熊仔/豹子胆,梦想成真,0
E23,橘子海,浪潮上岸,0
E23,苏紫旭,混乱之子,4
E23,脏手指,滥情三部曲,0
E23,百合花,烧金蕉,3
E23,王若琳,爱的呼唤,0
E23,郑宜农,给天王星,0
E23,邱比,至繁,4
E23,发光曲线,荒野星,3
E23,魏如萱,藏着并不等于遗忘,0
E23,伍佰&China Blue,让水倒流,3
E23,杨乃文,越美丽越看不见,0
E23,郁可唯,路过人间,0
E23,群星,过春天 电影原声碟,0
E23,懒惰致富集团,飞艇计划,0
E23,陈蕾,1029,0
E24,佛跳墙,BJ肆,0
E24,Robynn & Kendy,Curations,1
E24,吉克隽逸,Global Citizen世界公民Ⅲ,0
E24,陈珊妮,Juvenile A,0
E24,缺省,Life In A Vacuum,0
E24,小尘埃,Little By Little,1
E24,邓小巧,No Coincidence,1
E24,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E24,威神V WayV,Take Off (The 1st Mini Album),0
E24,谢安琪/麦浚龙,The Album And The Rest Of It,1
E24,粉红A,为艺术牺牲,0
E24,丢莱卡,健忘的平原,0
E24,全家福合唱团,全家福II,0
E24,养鸡,养鸡的梦境,0
E24,小老虎,北京吗,2
E24,张雄关,危险地带,3
E24,宫阁,即将上映,0
E24,傻子与白痴,夜长梦少,2
E24,Howie Lee,天地不仁,5
E24,吴青峰,太空人,3
E24,许哲佩,失物之城,1
E24,丁世光,实况电影,0
E24,周华健,少年,2
E24,莫宰羊,幻想曲,0
E24,倒车入库,庸人自扰,0
E24,Ice Paper,成语接龙,0
E24,梁静茹,我好吗? - 太阳如常升起,0
E24,家家,我想要的,0
E24,短裤里的诗歌,我还喜欢你,0
E24,许廷铿,拾,0
E24,鬼卞,无间,0
E24,刘柏辛,无限意识Meta Ego,0
E24,鲁向卉,时间/木马,2
E24,AR刘夫阳,校园寓言故事,0
E24,熊仔/豹子胆,梦想成真,2
E24,橘子海,浪潮上岸,0
E24,苏紫旭,混乱之子,2
E24,脏手指,滥情三部曲,0
E24,百合花,烧金蕉,3
E24,王若琳,爱的呼唤,0
E24,郑宜农,给天王星,0
E24,邱比,至繁,0
E24,发光曲线,荒野星,0
E24,魏如萱,藏着并不等于遗忘,0
E24,伍佰&China Blue,让水倒流,2
E24,杨乃文,越美丽越看不见,2
E24,郁可唯,路过人间,2
E24,群星,过春天 电影原声碟,0
E24,懒惰致富集团,飞艇计划,0
E24,陈蕾,1029,1
E25,佛跳墙,BJ肆,0
E25,Robynn & Kendy,Curations,0
E25,吉克隽逸,Global Citizen世界公民Ⅲ,0
E25,陈珊妮,Juvenile A,0
E25,缺省,Life In A Vacuum,3
E25,小尘埃,Little By Little,0
E25,邓小巧,No Coincidence,0
E25,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E25,威神V WayV,Take Off (The 1st Mini Album),0
E25,谢安琪/麦浚龙,The Album And The Rest Of It,0
E25,粉红A,为艺术牺牲,0
E25,丢莱卡,健忘的平原,0
E25,全家福合唱团,全家福II,0
E25,养鸡,养鸡的梦境,0
E25,小老虎,北京吗,2
E25,张雄关,危险地带,2
E25,宫阁,即将上映,0
E25,傻子与白痴,夜长梦少,5
E25,Howie Lee,天地不仁,2
E25,吴青峰,太空人,2
E25,许哲佩,失物之城,0
E25,丁世光,实况电影,0
E25,周华健,少年,0
E25,莫宰羊,幻想曲,0
E25,倒车入库,庸人自扰,0
E25,Ice Paper,成语接龙,0
E25,梁静茹,我好吗? - 太阳如常升起,3
E25,家家,我想要的,1
E25,短裤里的诗歌,我还喜欢你,0
E25,许廷铿,拾,0
E25,鬼卞,无间,0
E25,刘柏辛,无限意识Meta Ego,0
E25,鲁向卉,时间/木马,0
E25,AR刘夫阳,校园寓言故事,0
E25,熊仔/豹子胆,梦想成真,4
E25,橘子海,浪潮上岸,0
E25,苏紫旭,混乱之子,2
E25,脏手指,滥情三部曲,0
E25,百合花,烧金蕉,0
E25,王若琳,爱的呼唤,0
E25,郑宜农,给天王星,0
E25,邱比,至繁,3
E25,发光曲线,荒野星,0
E25,魏如萱,藏着并不等于遗忘,0
E25,伍佰&China Blue,让水倒流,3
E25,杨乃文,越美丽越看不见,0
E25,郁可唯,路过人间,0
E25,群星,过春天 电影原声碟,0
E25,懒惰致富集团,飞艇计划,0
E25,陈蕾,1029,0
E26,佛跳墙,BJ肆,4
E26,Robynn & Kendy,Curations,0
E26,吉克隽逸,Global Citizen世界公民Ⅲ,0
E26,陈珊妮,Juvenile A,1
E26,缺省,Life In A Vacuum,0
E26,小尘埃,Little By Little,0
E26,邓小巧,No Coincidence,0
E26,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E26,威神V WayV,Take Off (The 1st Mini Album),0
E26,谢安琪/麦浚龙,The Album And The Rest Of It,0
E26,粉红A,为艺术牺牲,0
E26,丢莱卡,健忘的平原,3
E26,全家福合唱团,全家福II,0
E26,养鸡,养鸡的梦境,0
E26,小老虎,北京吗,0
E26,张雄关,危险地带,4
E26,宫阁,即将上映,1
E26,傻子与白痴,夜长梦少,0
E26,Howie Lee,天地不仁,3
E26,吴青峰,太空人,2
E26,许哲佩,失物之城,0
E26,丁世光,实况电影,0
E26,周华健,少年,0
E26,莫宰羊,幻想曲,0
E26,倒车入库,庸人自扰,0
E26,Ice Paper,成语接龙,2
E26,梁静茹,我好吗? - 太阳如常升起,0
E26,家家,我想要的,0
E26,短裤里的诗歌,我还喜欢你,0
E26,许廷铿,拾,0
E26,鬼卞,无间,4
E26,刘柏辛,无限意识Meta Ego,2
E26,鲁向卉,时间/木马,0
E26,AR刘夫阳,校园寓言故事,0
E26,熊仔/豹子胆,梦想成真,0
E26,橘子海,浪潮上岸,0
E26,苏紫旭,混乱之子,0
E26,脏手指,滥情三部曲,0
E26,百合花,烧金蕉,2
E26,王若琳,爱的呼唤,0
E26,郑宜农,给天王星,0
E26,邱比,至繁,3
E26,发光曲线,荒野星,0
E26,魏如萱,藏着并不等于遗忘,0
E26,伍佰&China Blue,让水倒流,1
E26,杨乃文,越美丽越看不见,1
E26,郁可唯,路过人间,0
E26,群星,过春天 电影原声碟,2
E26,懒惰致富集团,飞艇计划,0
E26,陈蕾,1029,0
E27,佛跳墙,BJ肆,1
E27,Robynn & Kendy,Curations,0
E27,吉克隽逸,Global Citizen世界公民Ⅲ,0
E27,陈珊妮,Juvenile A,2
E27,缺省,Life In A Vacuum,1
E27,小尘埃,Little By Little,1
E27,邓小巧,No Coincidence,0
E27,Gong Gong Gong 工工工,Phantom Rhythm 幽灵节奏,0
E27,威神V WayV,Take Off (The 1st Mini Album),0
E27,谢安琪/麦浚龙,The Album And The Rest Of It,1
E27,粉红A,为艺术牺牲,0
E27,丢莱卡,健忘的平原,1
E27,全家福合唱团,全家福II,0
E27,养鸡,养鸡的梦境,0
E27,小老虎,北京吗,1
E27,张雄关,危险地带,0
E27,宫阁,即将上映,0
E27,傻子与白痴,夜长梦少,1
E27,Howie Lee,天地不仁,0
E27,吴青峰,太空人,3
E27,许哲佩,失物之城,2
E27,丁世光,实况电影,0
E27,周华健,少年,0
E27,莫宰羊,幻想曲,6
E27,倒车入库,庸人自扰,1
E27,Ice Paper,成语接龙,2
E27,梁静茹,我好吗? - 太阳如常升起,0
E27,家家,我想要的,0
E27,短裤里的诗歌,我还喜欢你,0
E27,许廷铿,拾,0
E27,鬼卞,无间,0
E27,刘柏辛,无限意识Meta Ego,2
E27,鲁向卉,时间/木马,1
E27,AR刘夫阳,校园寓言故事,0
E27,熊仔/豹子胆,梦想成真,0
E27,橘子海,浪潮上岸,1
E27,苏紫旭,混乱之子,1
E27,脏手指,滥情三部曲,0
E27,百合花,烧金蕉,0
E27,王若琳,爱的呼唤,3
E27,郑宜农,给天王星,0
E27,邱比,至繁,1
E27,发光曲线,荒野星,2
E27,魏如萱,藏着并不等于遗忘,3
E27,伍佰&China Blue,让水倒流,0
E27,杨乃文,越美丽越看不见,2
E27,郁可唯,路过人间,1
E27,群星,过春天 电影原声碟,0
E27,懒惰致富集团,飞艇计划,0
E27,陈蕾,1029,0
E28,佛跳墙,BJ肆,0
E28,Robynn & Kendy,Curations,0
E28,吉克隽逸,Global Citizen世界公民Ⅲ,0
E28,陈珊妮,Juvenile A,0
E28,缺省,Life In A Vacuum,0
E28,小尘埃,Little By Little,0
E28,邓小巧,No Coincidence,0
