judge,artist,vote
E28,THE BOOTLEGS 靴腿,0
E28,イルカポリス 海豚刑警,0
E28,威神V WayV,0
E28,九连真人,0
E28,余佩真,0
E28,傻子与白痴,0
E28,刘思鉴,0
E28,右侧合流,0
E28,吴林峰,0
E28,告五人,0
E28,唐猫 SUGARCAT,0
E28,太一,0
E28,张洢豪,0
E28,持修,0
E28,桃子假象,0
E28,橘子海,0
E28,焦迈奇,0
E28,百合花,0
E28,短裤里的诗歌,0
E28,莫宰羊,0
E28,钱正昊,0
E28,陈家麟Whle,0
E28,9m88,0
E29,AR 刘夫阳,0
E29,Daytrip Dormancy,0
E29,Dru Chen,1
E29,Dusty Bottle,1
E29,SoulFa,2
E29,SOUTH ACID MIMI,1
E29,THE BOOTLEGS 靴腿,0
E29,イルカポリス 海豚刑警,0
E29,威神V WayV,0
E29,九连真人,1
E29,余佩真,1
E29,傻子与白痴,2
E29,刘思鉴,2
E29,右侧合流,0
E29,吴林峰,1
E29,告五人,6
E29,唐猫 SUGARCAT,3
E29,太一,4
E29,张洢豪,1
E29,持修,2
E29,桃子假象,0
E29,橘子海,1
E29,焦迈奇,2
E29,百合花,0
E29,短裤里的诗歌,0
E29,莫宰羊,3
E29,钱正昊,0
E29,陈家麟Whle,1
E29,9m88,1
E30,AR 刘夫阳,2
E30,Daytrip Dormancy,0
E30,Dru Chen,0
E30,Dusty Bottle,0
E30,SoulFa,0
E30,SOUTH ACID MIMI,0
E30,THE BOOTLEGS 靴腿,0
E30,イルカポリス 海豚刑警,0
E30,威神V WayV,0
E30,九连真人,0
E30,余佩真,0
E30,傻子与白痴,5
E30,刘思鉴,0
E30,右侧合流,0
E30,吴林峰,0
E30,告五人,0
E30,唐猫 SUGARCAT,3
E30,太一,3
E30,张洢豪,0
E30,持修,0
E30,桃子假象,0
E30,橘子海,0
E30,焦迈奇,0
E30,百合花,0
E30,短裤里的诗歌,0
E30,莫宰羊,5
E30,钱正昊,0
E30,陈家麟Whle,0
E30,9m88,5
E31,AR 刘夫阳,2
E31,Daytrip Dormancy,0
E31,Dru Chen,0
E31,Dusty Bottle,0
E31,SoulFa,0
E31,SOUTH ACID MIMI,0
E31,THE BOOTLEGS 靴腿,0
E31,イルカポリス 海豚刑警,0
E31,威神V WayV,0
E31,九连真人,5
E31,余佩真,0
E31,傻子与白痴,0
E31,刘思鉴,0
E31,右侧合流,0
E31,吴林峰,0
E31,告五人,0
E31,唐猫 SUGARCAT,0
E31,太一,0
E31,张洢豪,0
E31,持修,0
E31,桃子假象,0
E31,橘子海,4
E31,焦迈奇,6
E31,百合花,0
E31,短裤里的诗歌,2
E31,莫宰羊,0
E31,钱正昊,0
E31,陈家麟Whle,3
E31,9m88,0
E32,AR 刘夫阳,0
E32,Daytrip Dormancy,0
E32,Dru Chen,0
E32,Dusty Bottle,0
E32,SoulFa,0
E32,SOUTH ACID MIMI,0
E32,THE BOOTLEGS 靴腿,0
E32,イルカポリス 海豚刑警,0
E32,威神V WayV,0
E32,九连真人,8
E32,余佩真,0
E32,傻子与白痴,2
E32,刘思鉴,4
E32,右侧合流,0
E32,吴林峰,0
E32,告五人,2
E32,唐猫 SUGARCAT,0
E32,太一,0
E32,张洢豪,0
E32,持修,0
E32,桃子假象,0
E32,橘子海,0
E32,焦迈奇,2
E32,百合花,1
E32,短裤里的诗歌,0
E32,莫宰羊,2
E32,钱正昊,1
E32,陈家麟Whle,0
E32,9m88,0
E33,AR 刘夫阳,3
E33,Daytrip Dormancy,1
E33,Dru Chen,0
E33,Dusty Bottle,0
E33,SoulFa,0
E33,SOUTH ACID MIMI,3
E33,THE BOOTLEGS 靴腿,2
E33,イルカポリス 海豚刑警,1
E33,威神V WayV,0
E33,九连真人,5
E33,余佩真,0
E33,傻子与白痴,0
E33,刘思鉴,0
E33,右侧合流,0
E33,吴林峰,0
E33,告五人,0
E33,唐猫 SUGARCAT,0
E33,太一,4
E33,张洢豪,0
E33,持修,0
E33,桃子假象,0
E33,橘子海,2
E33,焦迈奇,0
E33,百合花,5
E33,短裤里的诗歌,0
E33,莫宰羊,0
E33,钱正昊,0
E33,陈家麟Whle,2
E33,9m88,0
E34,AR 刘夫阳,0
E34,Daytrip Dormancy,0
E34,Dru Chen,0
E34,Dusty Bottle,0
E34,SoulFa,5
E34,SOUTH ACID MIMI,0
E34,THE BOOTLEGS 靴腿,0
E34,イルカポリス 海豚刑警,3
E34,威神V WayV,0
E34,九连真人,1
E34,余佩真,0
E34,傻子与白痴,2
E34,刘思鉴,0
E34,右侧合流,0
E34,吴林峰,0
E34,告五人,4
E34,唐猫 SUGARCAT,0
E34,太一,0
E34,张洢豪,0
E34,持修,1
E34,桃子假象,0
E34,橘子海,2
E34,焦迈奇,1
E34,百合花,1
E34,短裤里的诗歌,0
E34,莫宰羊,0
E34,钱正昊,0
E34,陈家麟Whle,0
E34,9m88,4
E35,AR 刘夫阳,0
E35,Daytrip Dormancy,0
E35,Dru Chen,0
E35,Dusty Bottle,5
E35,SoulFa,0
E35,SOUTH ACID MIMI,0
E35,THE BOOTLEGS 靴腿,0
E35,イルカポリス 海豚刑警,0
E35,威神V WayV,0
E35,九连真人,3
E35,余佩真,0
E35,傻子与白痴,2
E35,刘思鉴,0
E35,右侧合流,0
E35,吴林峰,5
E35,告五人,2
E35,唐猫 SUGARCAT,0
E35,太一,0
E35,张洢豪,0
E35,持修,0
E35,桃子假象,4
E35,橘子海,2
E35,焦迈奇,2
E35,百合花,0
E35,短裤里的诗歌,0
E35,莫宰羊,0
E35,钱正昊,0
E35,陈家麟Whle,2
E35,9m88,2
E36,AR 刘夫阳,0
E36,Daytrip Dormancy,3
E36,Dru Chen,3
E36,Dusty Bottle,0
E36,SoulFa,3
E36,SOUTH ACID MIMI,0
E36,THE BOOTLEGS 靴腿,3
E36,イルカポリス 海豚刑警,2
E36,威神V WayV,0
E36,九连真人,4
E36,余佩真,1
E36,傻子与白痴,1
E36,刘思鉴,1
E36,右侧合流,2
E36,吴林峰,0
E36,告五人,1
E36,唐猫 SUGARCAT,0
E36,太一,0
E36,张洢豪,0
E36,持修,0
E36,桃子假象,1
E36,橘子海,1
E36,焦迈奇,0
E36,百合花,2
E36,短裤里的诗歌,2
E36,莫宰羊,0
E36,钱正昊,0
E36,陈家麟Whle,1
E36,9m88,0
E37,AR 刘夫阳,0
E37,Daytrip Dormancy,0
E37,Dru Chen,0
E37,Dusty Bottle,0
E37,SoulFa,0
E37,SOUTH ACID MIMI,0
E37,THE BOOTLEGS 靴腿,0
E37,イルカポリス 海豚刑警,1
E37,威神V WayV,0
E37,九连真人,0
E37,余佩真,0
E37,傻子与白痴,1
E37,刘思鉴,1
E37,右侧合流,0
E37,吴林峰,0
E37,告五人,1
E37,唐猫 SUGARCAT,0
E37,太一,0
E37,张洢豪,0
E37,持修,0
E37,桃子假象,0
E37,橘子海,0
E37,焦迈奇,0
E37,百合花,0
E37,短裤里的诗歌,0
E37,莫宰羊,1
E37,钱正昊,0
E37,陈家麟Whle,1
E37,9m88,1
E38,AR 刘夫阳,8
E38,Daytrip Dormancy,0
E38,Dru Chen,0
E38,Dusty Bottle,0
E38,SoulFa,0
E38,SOUTH ACID MIMI,0
E38,THE BOOTLEGS 靴腿,0
E38,イルカポリス 海豚刑警,0
E38,威神V WayV,0
E38,九连真人,0
E38,余佩真,6
E38,傻子与白痴,0
E38,刘思鉴,0
E38,右侧合流,0
E38,吴林峰,0
E38,告五人,0
E38,唐猫 SUGARCAT,0
E38,太一,0
E38,张洢豪,0
E38,持修,0
E38,桃子假象,0
E38,橘子海,0
E38,焦迈奇,0
E38,百合花,0
E38,短裤里的诗歌,0
E38,莫宰羊,0
E38,钱正昊,0
E38,陈家麟Whle,0
E38,9m88,0
E39,AR 刘夫阳,0
E39,Daytrip Dormancy,0
E39,Dru Chen,0
E39,Dusty Bottle,0
E39,SoulFa,2
E39,SOUTH ACID MIMI,0
E39,THE BOOTLEGS 靴腿,0
E39,イルカポリス 海豚刑警,2
E39,威神V WayV,0
E39,九连真人,3
E39,余佩真,0
E39,傻子与白痴,4
E39,刘思鉴,2
E39,右侧合流,0
E39,吴林峰,0
E39,告五人,4
E39,唐猫 SUGARCAT,0
E39,太一,4
E39,张洢豪,0
E39,持修,0
E39,桃子假象,0
E39,橘子海,3
E39,焦迈奇,3
E39,百合花,0
E39,短裤里的诗歌,0
E39,莫宰羊,0
E39,钱正昊,2
E39,陈家麟Whle,0
E39,9m88,0
E40,AR 刘夫阳,0
E40,Daytrip Dormancy,0
E40,Dru Chen,0
E40,Dusty Bottle,0
E40,SoulFa,0
E40,SOUTH ACID MIMI,0
E40,THE BOOTLEGS 靴腿,0
E40,イルカポリス 海豚刑警,3
E40,威神V WayV,0
E40,九连真人,3
E40,余佩真,0
E40,傻子与白痴,3
E40,刘思鉴,0
E40,右侧合流,2
E40,吴林峰,0
E40,告五人,5
E40,唐猫 SUGARCAT,2
E40,太一,0
E40,张洢豪,0
E40,持修,0
E40,桃子假象,2
E40,橘子海,4
E40,焦迈奇,0
E40,百合花,0
E40,短裤里的诗歌,4
E40,莫宰羊,0
E40,钱正昊,0
E40,陈家麟Whle,0
E40,9m88,2
E41,AR 刘夫阳,0
E41,Daytrip Dormancy,0
E41,Dru Chen,5
E41,Dusty Bottle,0
E41,SoulFa,0
E41,SOUTH ACID MIMI,0
E41,THE BOOTLEGS 靴腿,0
E41,イルカポリス 海豚刑警,0
E41,威神V WayV,0
E41,九连真人,5
E41,余佩真,0
E41,傻子与白痴,5
E41,刘思鉴,0
E41,右侧合流,0
E41,吴林峰,0
E41,告五人,0
E41,唐猫 SUGARCAT,0
E41,太一,0
E41,张洢豪,0
E41,持修,0
E41,桃子假象,0
E41,橘子海,0
E41,焦迈奇,0
E41,百合花,5
E41,短裤里的诗歌,0
E41,莫宰羊,0
E41,钱正昊,0
E41,陈家麟Whle,0
E41,9m88,0
E42,AR 刘夫阳,0
E42,Daytrip Dormancy,0
E42,Dru Chen,0
E42,Dusty Bottle,0
E42,SoulFa,0
E42,SOUTH ACID MIMI,0
E42,THE BOOTLEGS 靴腿,1
E42,イルカポリス 海豚刑警,0
E42,威神V WayV,0
E42,九连真人,9
E42,余佩真,0
E42,傻子与白痴,0
E42,刘思鉴,0
E42,右侧合流,0
E42,吴林峰,0
E42,告五人,1
E42,唐猫 SUGARCAT,0
E42,太一,0
E42,张洢豪,0
E42,持修,0
E42,桃子假象,0
E42,橘子海,0
E42,焦迈奇,0
E42,百合花,0
E42,短裤里的诗歌,0
E42,莫宰羊,0
E42,钱正昊,0
E42,陈家麟Whle,4
E42,9m88,1
E43,AR 刘夫阳,4
E43,Daytrip Dormancy,0
E43,Dru Chen,0
E43,Dusty Bottle,0
E43,SoulFa,0
E43,SOUTH ACID MIMI,0
E43,THE BOOTLEGS 靴腿,0
E43,イルカポリス 海豚刑警,0
E43,威神V WayV,0
E43,九连真人,0
E43,余佩真,0
E43,傻子与白痴,0
E43,刘思鉴,0
E43,右侧合流,0
E43,吴林峰,0
E43,告五人,0
E43,唐猫 SUGARCAT,1
E43,太一,1
E43,张洢豪,1
E43,持修,1
E43,桃子假象,0
E43,橘子海,0
E43,焦迈奇,7
E43,百合花,0
E43,短裤里的诗歌,0
E43,莫宰羊,1
E43,钱正昊,0
E43,陈家麟Whle,0
E43,9m88,5
E44,AR 刘夫阳,0
E44,Daytrip Dormancy,0
E44,Dru Chen,3
E44,Dusty Bottle,0
E44,SoulFa,3
E44,SOUTH ACID MIMI,3
E44,THE BOOTLEGS 靴腿,0
E44,イルカポリス 海豚刑警,0
E44,威神V WayV,0
E44,九连真人,3
E44,余佩真,0
E44,傻子与白痴,3
E44,刘思鉴,3
E44,右侧合流,0
E44,吴林峰,0
E44,告五人,0
E44,唐猫 SUGARCAT,3
E44,太一,0
E44,张洢豪,0
E44,持修,0
E44,桃子假象,0
E44,橘子海,2
E44,焦迈奇,0
E44,百合花,0
E44,短裤里的诗歌,0
E44,莫宰羊,3
E44,钱正昊,3
E44,陈家麟Whle,0
E44,9m88,0
E45,AR 刘夫阳,0
E45,Daytrip Dormancy,0
E45,Dru Chen,2
E45,Dusty Bottle,0
E45,SoulFa,3
E45,SOUTH ACID MIMI,0
E45,THE BOOTLEGS 靴腿,4
E45,イルカポリス 海豚刑警,0
E45,威神V WayV,0
E45,九连真人,0
E45,余佩真,0
E45,傻子与白痴,6
E45,刘思鉴,2
E45,右侧合流,0
E45,吴林峰,0
E45,告五人,0
E45,唐猫 SUGARCAT,3
E45,太一,2
E45,张洢豪,0
E45,持修,1
E45,桃子假象,0
E45,橘子海,4
E45,焦迈奇,0
E45,百合花,0
E45,短裤里的诗歌,0
E45,莫宰羊,0
E45,钱正昊,0
E45,陈家麟Whle,0
E45,9m88,1
E46,AR 刘夫阳,0
E46,Daytrip Dormancy,0
E46,Dru Chen,0
E46,Dusty Bottle,0
E46,SoulFa,0
E46,SOUTH ACID MIMI,0
E46,THE BOOTLEGS 靴腿,4
E46,イルカポリス 海豚刑警,0
E46,威神V WayV,0
E46,九连真人,3
E46,余佩真,0
E46,傻子与白痴,0
E46,刘思鉴,0
E46,右侧合流,1
E46,吴林峰,0
E46,告五人,0
E46,唐猫 SUGARCAT,0
E46,太一,0
E46,张洢豪,0
E46,持修,0
E46,桃子假象,1
E46,橘子海,3
E46,焦迈奇,0
E46,百合花,0
E46,短裤里的诗歌,1
E46,莫宰羊,0
E46,钱正昊,0
E46,陈家麟Whle,0
E46,9m88,0
E47,AR 刘夫阳,0
E47,Daytrip Dormancy,0
E47,Dru Chen,0
E47,Dusty Bottle,0
E47,SoulFa,3
E47,SOUTH ACID MIMI,0
E47,THE BOOTLEGS 靴腿,0
E47,イルカポリス 海豚刑警,0
E47,威神V WayV,0
E47,九连真人,4
E47,余佩真,0
E47,傻子与白痴,4
E47,刘思鉴,0
E47,右侧合流,3
E47,吴林峰,0
E47,告五人,4
E47,唐猫 SUGARCAT,0
E47,太一,0
E47,张洢豪,3
E47,持修,0
E47,桃子假象,0
E47,橘子海,3
E47,焦迈奇,2
E47,百合花,0
E47,短裤里的诗歌,0
E47,莫宰羊,0
E47,钱正昊,0
E47,陈家麟Whle,0
E47,9m88,0
E48,AR 刘夫阳,0
E48,Daytrip Dormancy,0
E48,Dru Chen,0
E48,Dusty Bottle,0
E48,SoulFa,0
E48,SOUTH ACID MIMI,0
E48,THE BOOTLEGS 靴腿,3
E48,イルカポリス 海豚刑警,0
E48,威神V WayV,0
E48,九连真人,9
E48,余佩真,0
E48,傻子与白痴,0
E48,刘思鉴,0
E48,右侧合流,0
E48,吴林峰,0
E48,告五人,3
E48,唐猫 SUGARCAT,0
E48,太一,0
E48,张洢豪,0
E48,持修,0
E48,桃子假象,0
E48,橘子海,0
E48,焦迈奇,0
E48,百合花,0
E48,短裤里的诗歌,0
E48,莫宰羊,0
E48,钱正昊,0
E48,陈家麟Whle,0
E48,9m88,0
E49,AR 刘夫阳,0
E49,Daytrip Dormancy,0
E49,Dru Chen,2
E49,Dusty Bottle,2
E49,SoulFa,1
E49,SOUTH ACID MIMI,0
E49,THE BOOTLEGS 靴腿,0
E49,イルカポリス 海豚刑警,4
E49,威神V WayV,1
E49,九连真人,4
E49,余佩真,2
E49,傻子与白痴,1
E49,刘思鉴,0
E49,右侧合流,1
E49,吴林峰,0
E49,告五人,2
E49,唐猫 SUGARCAT,0
E49,太一,1
E49,张洢豪,0
E49,持修,4
E49,桃子假象,1
E49,橘子海,4
E49,焦迈奇,2
E49,百合花,1
E49,短裤里的诗歌,2
E49,莫宰羊,2
E49,钱正昊,0
E49,陈家麟Whle,0
E49,9m88,1
E50,AR 刘夫阳,0
E50,Daytrip Dormancy,0
E50,Dru Chen,0
E50,Dusty Bottle,0
E50,SoulFa,0
E50,SOUTH ACID MIMI,0
E50,THE BOOTLEGS 靴腿,3
E50,イルカポリス 海豚刑警,0
E50,威神V WayV,0
E50,九连真人,0
E50,余佩真,0
E50,傻子与白痴,4
E50,刘思鉴,5
E50,右侧合流,0
E50,吴林峰,0
E50,告五人,0
E50,唐猫 SUGARCAT,0
E50,太一,0
E50,张洢豪,0
E50,持修,5
E50,桃子假象,0
E50,橘子海,0
E50,焦迈奇,0
E50,百合花,0
E50,短裤里的诗歌,0
E50,莫宰羊,4
E50,钱正昊,0
E50,陈家麟Whle,3
E50,9m88,0
E51,AR 刘夫阳,0
E51,Daytrip Dormancy,0
E51,Dru Chen,0
E51,Dusty Bottle,5
E51,SoulFa,0
E51,SOUTH ACID MIMI,0
E51,THE BOOTLEGS 靴腿,0
E51,イルカポリス 海豚刑警,0
E51,威神V WayV,0
E51,九连真人,0
E51,余佩真,0
E51,傻子与白痴,0
E51,刘思鉴,0
E51,右侧合流,5
E51,吴林峰,0
E51,告五人,0
E51,唐猫 SUGARCAT,0
E51,太一,0
E51,张洢豪,0
E51,持修,0
E51,桃子假象,0
E51,橘子海,5
E51,焦迈奇,0
E51,百合花,5
E51,短裤里的诗歌,0
E51,莫宰羊,0
E51,钱正昊,0
E51,陈家麟Whle,0
E51,9m88,0
E52,AR 刘夫阳,4
E52,Daytrip Dormancy,0
E52,Dru Chen,6
E52,Dusty Bottle,0
E52,SoulFa,0
E52,SOUTH ACID MIMI,0
E52,THE BOOTLEGS 靴腿,0
E52,イルカポリス 海豚刑警,1
E52,威神V WayV,0
E52,九连真人,0
E52,余佩真,0
E52,傻子与白痴,3
E52,刘思鉴,0
E52,右侧合流,1
E52,吴林峰,0
E52,告五人,5
E52,唐猫 SUGARCAT,1
E52,太一,0
E52,张洢豪,0
E52,持修,0
E52,桃子假象,0
E52,橘子海,1
E52,焦迈奇,0
E52,百合花,1
E52,短裤里的诗歌,0
E52,莫宰羊,3
E52,钱正昊,0
E52,陈家麟Whle,0
E52,9m88,0
E53,AR 刘夫阳,3
E53,Daytrip Dormancy,0
E53,Dru Chen,0
E53,Dusty Bottle,0
E53,SoulFa,0
E53,SOUTH ACID MIMI,1
E53,THE BOOTLEGS 靴腿,0
E53,イルカポリス 海豚刑警,0
E53,威神V WayV,0
E53,九连真人,1
E53,余佩真,0
E53,傻子与白痴,0
E53,刘思鉴,4
E53,右侧合流,0
E53,吴林峰,0
E53,告五人,0
E53,唐猫 SUGARCAT,0
E53,太一,0
E53,张洢豪,0
E53,持修,0
E53,桃子假象,1
E53,橘子海,1
E53,焦迈奇,0
E53,百合花,0
E53,短裤里的诗歌,0
E53,莫宰羊,0
E53,钱正昊,0
E53,陈家麟Whle,0
E53,9m88,1
E54,AR 刘夫阳,0
E54,Daytrip Dormancy,0
E54,Dru Chen,3
E54,Dusty Bottle,0
E54,SoulFa,0
E54,SOUTH ACID MIMI,0
E54,THE BOOTLEGS 靴腿,0
E54,イルカポリス 海豚刑警,3
E54,威神V WayV,0
E54,九连真人,0
E54,余佩真,3
E54,傻子与白痴,3
E54,刘思鉴,0
E54,右侧合流,0
E54,吴林峰,0
E54,告五人,3
E54,唐猫 SUGARCAT,2
E54,太一,0
E54,张洢豪,0
E54,持修,0
E54,桃子假象,0
E54,橘子海,3
E54,焦迈奇,0
E54,百合花,6
E54,短裤里的诗歌,0
E54,莫宰羊,2
E54,钱正昊,0
E54,陈家麟Whle,0
E54,9m88,0
